sample_id,track_id,segment_frame_index,raw_frame_index,official_position_index,x_actual_mm,target_width_mm,primary_label_eligible,sem_mapping_id,sem_protocol_id,sem_source_path,sem_tile_id,central_mask_native_bounds,upstream_native_bounds,downstream_native_bounds,sem_input_available,sem_exclusion_reason,border_flag,tile_boundary_flag,context_clipped_flag,upstream_available,downstream_available,valid_pixel_fraction
T8_F085,8,85,422,85,37.1,0.6968500000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_11.tif,11,707:836,548:707,836:996,True,,False,False,False,True,True,1.0
T8_F086,8,86,423,86,37.3,0.804364,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_11.tif,11,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F087,8,87,424,87,37.5,0.704814,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_11.tif,11,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F088,8,88,425,88,37.7,0.903914,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_11.tif,11,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F089,8,89,426,89,37.9,0.768526,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_11.tif,11,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F090,8,90,427,90,38.1,0.887986,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_11.tif,11,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F091,8,91,428,91,38.3,0.7645440000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_11.tif,11,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F092,8,92,429,92,38.5,0.7167600000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_10.tif,10,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F093,8,93,430,93,38.7,0.7924180000000002,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_10.tif,10,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F094,8,94,431,94,38.9,0.8202920000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_10.tif,10,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
T8_F095,8,95,432,95,39.1,0.5694260000000001,True,sem_mapping_deadline_v1,symmetric_two_strip_1mm_mask0p4mm_v1,${DATA_ROOT}/sem/SEM_8/PlainImages/Plain_SEM_8_10.tif,10,,,,False,full_2p8mm_context_not_supported_by_one_native_tile,False,True,True,False,False,0.0
