sample_id,track_id,segment_frame_index,raw_frame_index,x_actual_mm,official_position_index,height_window_available,height_estimator_id,height_estimator_config_hash,leveling_method_id,boundary_method_id,aggregation_half_width_mm,target_protocol_version,target_y_left_mm,target_y_right_mm,target_width_mm,target_center_mm,finite_boundary_prediction,estimator_exclusion_reason,primary_label_policy_id,primary_label_eligible,primary_label_exclusion_reason,sensitivity_local_valid_ge_0p50,sensitivity_side_support_ge_0p50,sensitivity_local_and_side_support_ge_0p50,human_reference_available,human_reference_source,human_measurability,human_width_mm,human_center_mm,frozen_v1_width_error_vs_human_mm,frozen_v1_center_error_vs_human_mm,local_height_valid_fraction,aggregation_valid_fraction,central_region_valid_fraction,left_substrate_valid_fraction,right_substrate_valid_fraction,left_boundary_distance_to_nearest_nan_mm,right_boundary_distance_to_nearest_nan_mm,aggregation_sensitivity_width_mm,aggregation_sensitivity_center_mm,maximum_method_disagreement_width_mm,maximum_method_disagreement_center_mm,width_neighbor_difference_mm,center_neighbor_difference_mm,apparent_cap_flag,distance_to_candidate_limit_mm,aggregation_width_sensitivity_mm,aggregation_center_sensitivity_mm,maximum_method_width_disagreement_mm,maximum_method_center_disagreement_mm
T8_F011,8,11,348,22.3,11,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.5256240000000001,1.449448,0.923824,0.9875360000000001,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.8375,0.41825,0.7112970711297071,0.9405940594059405,0.9659090909090909,0.09955000000000008,0.17122599999999988,0.20308199999999998,0.10154099999999999,0.20308199999999998,0.10154099999999999,0.300641,0.0945725,False,0.0005519999999998859,0.20308199999999998,0.10154099999999999,0.20308199999999998,0.10154099999999999
T8_F012,8,12,349,22.5,12,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.5017320000000001,1.449448,0.947716,0.9755900000000001,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9895833333333334,0.611875,1.0,0.9900990099009901,0.9886363636363636,0.02787400000000001,0.3982000000000001,0.0,0.0,0.0,0.0,0.08959499999999998,0.04479749999999999,True,0.0005519999999998859,0.0,0.0,0.0,0.0
T8_F013,8,13,350,22.7,13,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.65703,1.449448,0.7924180000000001,1.053239,True,,all_finite_height_estimator_v1,True,,True,True,True,True,pilot_1,measurable,0.9500000000000001,1.075,-0.157582,-0.02176099999999992,0.9979166666666667,0.677,1.0,0.9900990099009901,1.0,0.434038,1.226456,0.003982000000000041,0.001991000000000076,0.015927999999999942,0.00796399999999986,0.07963999999999993,0.03981999999999991,False,0.0005519999999998859,0.003982000000000041,0.001991000000000076,0.015927999999999942,0.00796399999999986
T8_F014,8,14,351,22.9,14,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.65703,1.4454660000000001,0.7884360000000001,1.0512480000000002,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9770833333333333,0.5899583333333334,1.0,0.9405940594059405,0.9886363636363636,0.17520799999999997,0.28670400000000007,0.25484799999999985,0.10751400000000011,0.20308199999999998,0.10751400000000011,0.00398199999999993,0.027873999999999954,False,0.004533999999999816,0.25484799999999985,0.10751400000000011,0.20308199999999998,0.10751400000000011
T8_F015,8,15,352,23.1,15,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.6012820000000001,1.3937000000000002,0.7924180000000001,0.9974910000000001,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.95,0.5836192810457517,1.0,0.8712871287128713,0.8863636363636364,0.16724400000000006,0.40218200000000004,0.04380200000000001,0.017919000000000018,0.09556799999999999,0.017919000000000018,0.03981999999999997,0.035838000000000036,False,0.056299999999999795,0.04380200000000001,0.017919000000000018,0.09556799999999999,0.017919000000000018
T8_F016,8,16,353,23.3,16,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.581372,1.449448,0.8680760000000001,1.0154100000000001,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.95625,0.5781666666666667,1.0,1.0,0.8295454545454546,1.1786720000000002,0.3105960000000001,0.023891999999999913,0.011946000000000012,0.023891999999999913,0.011946000000000012,0.07764899999999997,0.028869500000000048,False,0.0005519999999998859,0.023891999999999913,0.011946000000000012,0.023891999999999913,0.011946000000000012
T8_F017,8,17,354,23.5,17,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.5017320000000001,1.449448,0.947716,0.9755900000000001,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.98125,0.6154166666666666,1.0,0.9603960396039604,1.0,0.007964000000000027,0.9556800000000001,0.246884,0.12344199999999994,0.25086600000000003,0.12543300000000002,0.1572889999999999,0.06868950000000007,True,0.0005519999999998859,0.246884,0.12344199999999994,0.25086600000000003,0.12543300000000002
T8_F018,8,18,355,23.7,18,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.7167600000000001,1.4295380000000002,0.7127780000000001,1.0731490000000001,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9916666666666667,0.624875,1.0,0.9702970297029703,1.0,0.226974,0.9397520000000001,1.1102230246251565e-16,0.003982000000000152,0.04380200000000001,0.023892000000000024,0.19909999999999983,0.11547800000000008,False,0.020461999999999758,1.1102230246251565e-16,0.003982000000000152,0.04380200000000001,0.023892000000000024
T8_F019,8,19,356,23.9,19,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.5017320000000001,1.377772,0.8760399999999999,0.939752,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9791666666666666,0.6199346405228758,1.0,1.0,0.9886363636363636,0.011946000000000012,0.4619120000000001,0.05574800000000013,0.027874000000000065,0.05574800000000013,0.027874000000000065,0.15927999999999987,0.14136100000000007,False,0.0017320000000000668,0.05574800000000013,0.027874000000000065,0.05574800000000013,0.027874000000000065
T8_F020,8,20,357,24.1,20,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.7287060000000001,1.449448,0.720742,1.089077,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9875,0.5994166666666667,1.0,0.9405940594059405,1.0,0.29466800000000004,1.0154100000000001,0.1592800000000001,0.14733399999999996,0.226974,0.14932500000000004,0.08760399999999996,0.10353200000000001,False,0.0005519999999998859,0.1592800000000001,0.14733399999999996,0.226974,0.14932500000000004
T8_F021,8,21,358,24.3,21,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.661012,1.401664,0.740652,1.031338,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.98125,0.5602916666666666,1.0,0.9702970297029703,0.9545454545454546,0.5973,0.3982000000000001,0.11547800000000008,0.035838000000000036,0.11547800000000008,0.04380200000000012,0.061721000000000026,0.03285150000000003,False,0.048335999999999935,0.11547800000000008,0.035838000000000036,0.11547800000000008,0.04380200000000012
T8_F022,8,22,359,24.5,22,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.6012820000000001,1.4454660000000001,0.844184,1.023374,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9979166666666667,0.6129166666666667,1.0,0.9900990099009901,1.0,0.40218200000000004,1.246366,0.2588299999999999,0.2010909999999999,0.2588299999999999,0.2010909999999999,0.10552300000000009,0.03683350000000002,False,0.004533999999999816,0.2588299999999999,0.2010909999999999,0.2588299999999999,0.2010909999999999
T8_F023,8,23,360,24.7,23,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.5893360000000001,1.326006,0.7366699999999999,0.957671,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,1.0,0.6321895424836601,1.0,1.0,1.0,inf,inf,0.011945999999999901,0.001990999999999965,0.0836220000000002,0.037829,0.13737900000000014,0.03484249999999994,False,0.08933600000000008,0.011945999999999901,0.001990999999999965,0.0836220000000002,0.037829
T8_F024,8,24,361,24.9,24,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.5017320000000001,1.4056460000000002,0.9039140000000001,0.9536890000000001,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9270833333333334,0.41225,0.9790794979079498,0.7524752475247525,0.9659090909090909,0.05972999999999995,0.35041600000000006,0.05574800000000002,0.02986499999999992,0.13140600000000002,0.06968499999999989,0.09158600000000011,0.009954999999999992,False,0.0017320000000000668,0.05574800000000002,0.02986499999999992,0.13140600000000002,0.06968499999999989
T8_F025,8,25,362,25.1,25,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.509696,1.4295380000000002,0.9198420000000002,0.9696170000000002,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9291666666666667,0.46729166666666666,1.0,0.7623762376237624,1.0,0.015927999999999998,0.4220919999999999,0.05574799999999991,0.027873999999999954,0.027874000000000065,0.02190100000000006,0.015928000000000053,0.009954999999999992,False,0.009696000000000038,0.05574799999999991,0.027873999999999954,0.027874000000000065,0.02190100000000006
T8_F026,8,26,363,25.3,26,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.505714,1.4414840000000002,0.9357700000000002,0.9735990000000001,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9916666666666667,0.5264583333333334,1.0,0.9801980198019802,1.0,0.31457799999999997,0.42607399999999984,0.007964000000000082,0.003982000000000041,0.011946000000000012,0.005973000000000006,0.06172100000000014,0.026878499999999916,False,0.005713999999999997,0.007964000000000082,0.003982000000000041,0.011946000000000012,0.005973000000000006
T8_F027,8,27,364,25.5,27,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.6092460000000001,1.437502,0.828256,1.023374,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9854166666666667,0.588,1.0,0.9504950495049505,0.9772727272727273,0.27475800000000006,0.28272200000000014,0.023892000000000024,0.023892000000000024,0.03185600000000022,0.02986499999999992,0.08760400000000013,0.061720999999999915,False,0.012497999999999898,0.023892000000000024,0.023892000000000024,0.03185600000000022,0.02986499999999992
T8_F028,8,28,365,25.7,28,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.5017320000000001,1.397682,0.89595,0.9497070000000001,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9916666666666667,0.6049836601307189,1.0,1.0,0.9886363636363636,0.03185600000000005,0.34643400000000013,0.00398199999999993,0.005972999999999895,0.015928000000000164,0.011946000000000012,0.08362199999999997,0.07963999999999993,False,0.0017320000000000668,0.00398199999999993,0.005972999999999895,0.015928000000000164,0.011946000000000012
T8_F029,8,29,366,25.9,29,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.63712,1.4335200000000001,0.7964000000000001,1.03532,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9916666666666667,0.5937916666666667,1.0,0.9603960396039604,1.0,0.43801999999999996,1.23442,0.1194599999999999,0.04579299999999997,0.1194599999999999,0.04579299999999997,0.059729999999999894,0.04579299999999997,False,0.016479999999999828,0.1194599999999999,0.04579299999999997,0.1194599999999999,0.04579299999999997
T8_F030,8,30,367,26.1,30,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.6331380000000001,1.449448,0.81631,1.041293,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9916666666666667,0.6055,1.0,1.0,0.9545454545454546,1.126906,0.3105960000000001,0.06769400000000014,0.03782899999999989,0.07167600000000007,0.03782899999999989,0.0438019999999999,0.019909999999999983,False,0.0005519999999998859,0.06769400000000014,0.03782899999999989,0.07167600000000007,0.03782899999999989
T8_F031,8,31,368,26.3,31,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.6331380000000001,1.3817540000000001,0.7486160000000001,1.007446,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9833333333333333,0.64025,1.0,0.9207920792079208,1.0,0.31856000000000007,1.0671760000000001,0.09955000000000003,0.075658,0.07963999999999993,0.08362200000000009,0.08760399999999996,0.02190099999999995,False,0.0682459999999998,0.09955000000000003,0.075658,0.07963999999999993,0.08362200000000009
T8_F032,8,32,369,26.5,32,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.5893360000000001,1.4454660000000001,0.8561300000000001,1.017401,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9895833333333334,0.6703839869281045,1.0,0.9504950495049505,1.0,0.15131600000000006,1.007446,0.023892000000000135,0.015927999999999942,0.023892000000000135,0.03981999999999997,0.085613,0.03285149999999992,False,0.004533999999999816,0.023892000000000135,0.015927999999999942,0.023892000000000135,0.03981999999999997
T8_F033,8,33,370,26.7,33,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.5017320000000001,1.4215740000000001,0.919842,0.9616530000000001,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9916666666666667,0.6355833333333333,1.0,0.9702970297029703,1.0,0.035838000000000036,0.9556800000000001,0.015927999999999942,0.009954999999999936,0.05574800000000013,0.015928000000000053,0.04778399999999999,0.031855999999999995,False,0.0017320000000000668,0.015927999999999942,0.009954999999999936,0.05574800000000013,0.015928000000000053
T8_F034,8,34,371,26.9,34,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.509696,1.397682,0.887986,0.953689,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9854166666666667,0.636875,1.0,0.9702970297029703,0.9659090909090909,0.02787400000000001,0.266794,0.027873999999999954,0.009955000000000158,0.07964000000000004,0.019909999999999983,0.07963999999999999,0.04181100000000004,False,0.009696000000000038,0.027873999999999954,0.009955000000000158,0.07964000000000004,0.019909999999999983
T8_F035,8,35,372,27.1,35,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.649066,1.409628,0.7605620000000001,1.029347,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9916666666666667,0.644125,1.0,0.9801980198019802,1.0,0.16326200000000002,0.9238240000000001,0.019910000000000094,0.02986500000000003,0.019909999999999983,0.02986500000000003,0.15728899999999996,0.06470749999999997,False,0.04037199999999985,0.019910000000000094,0.02986500000000003,0.019909999999999983,0.02986500000000003
T8_F036,8,36,373,27.3,36,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.5017320000000001,1.449448,0.947716,0.9755900000000001,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9791666666666666,0.6135,1.0,1.0,0.9772727272727273,0.011946000000000012,0.22299200000000008,0.09158599999999995,0.031855999999999995,0.10751399999999989,0.02986499999999992,0.10552299999999998,0.03285149999999998,True,0.0005519999999998859,0.09158599999999995,0.031855999999999995,0.10751399999999989,0.02986499999999992
T8_F037,8,37,374,27.5,37,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.5256240000000001,1.449448,0.923824,0.9875360000000001,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9729166666666667,0.6092728758169934,1.0,0.9801980198019802,0.9318181818181818,0.06371200000000005,0.22299200000000008,0.007964000000000082,0.003982000000000041,0.007964000000000082,0.005972999999999895,0.13538799999999995,0.02787400000000001,False,0.0005519999999998859,0.007964000000000082,0.003982000000000041,0.007964000000000082,0.005972999999999895
T8_F038,8,38,375,27.7,38,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.692868,1.3698080000000001,0.6769400000000001,1.031338,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9916666666666667,0.6724166666666667,1.0,0.9603960396039604,1.0,0.330506,1.007446,0.14733399999999985,0.11746900000000005,0.14733399999999985,0.11746900000000005,0.15927999999999998,0.021901000000000004,False,0.08019199999999982,0.14733399999999985,0.11746900000000005,0.14733399999999985,0.11746900000000005
T8_F039,8,39,376,27.9,39,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.65703,1.4056460000000002,0.7486160000000002,1.031338,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9958333333333333,0.6123333333333333,1.0,0.9900990099009901,0.9886363636363636,0.42607399999999995,0.23892000000000002,0.17918999999999985,0.045793000000000084,0.1752079999999998,0.06769400000000003,0.12742399999999998,0.02986500000000003,False,0.04435399999999978,0.17918999999999985,0.045793000000000084,0.1752079999999998,0.06769400000000003
T8_F040,8,40,377,28.1,40,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.505714,1.437502,0.9317880000000001,0.971608,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9395833333333333,0.6609166666666667,1.0,0.7722772277227723,0.9318181818181818,0.06371199999999999,0.28272200000000014,0.05972999999999995,0.03981999999999997,0.14733400000000008,0.07366700000000015,0.09158599999999995,0.031855999999999995,False,0.005713999999999997,0.05972999999999995,0.03981999999999997,0.14733400000000008,0.07366700000000015
T8_F041,8,41,378,28.3,41,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.5017320000000001,1.4335200000000001,0.9317880000000001,0.9676260000000001,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.9520833333333333,0.6613970588235294,1.0,0.7722772277227723,1.0,0.05574800000000002,0.9875360000000001,0.09158600000000006,0.03982000000000008,0.09158600000000006,0.03782900000000011,0.009954999999999992,0.002986500000000003,False,0.0017320000000000668,0.09158600000000006,0.03982000000000008,0.09158600000000006,0.03782900000000011
T8_F042,8,42,379,28.5,42,True,height_boundary_estimator_v1,4b1094cf2084f10026cdd470dba7ba3bdf8b561bfef02ba7ef3413e8a555617d,official_robust_plane_v1,gradient_edges,0.1,height_label_policy_v1,0.509696,1.4215740000000001,0.9118780000000001,0.965635,True,,all_finite_height_estimator_v1,True,,True,True,True,False,,,,,,,0.98125,0.6904583333333333,1.0,0.9504950495049505,1.0,0.023892000000000024,0.9357700000000001,0.019909999999999983,0.011946000000000012,0.05574800000000002,0.011946000000000012,0.06769400000000003,0.017919000000000074,False,0.009696000000000038,0.019909999999999983,0.011946000000000012,0.05574800000000002,0.011946000000000012
