track_id,sample_id,raw_frame_index,iso1300_mm,iso1400_mm,iso1500_mm,iso1600_mm,iso1800_mm,iso1300_mm_roll,iso1400_mm_roll,iso1500_mm_roll,iso1600_mm_roll,iso1800_mm_roll
8,T8_F030,367,3.8360000000000003,1.1340000000000001,1.022,0.966,0.854,3.744666666666667,1.1546666666666665,1.0446666666666666,0.9713333333333335,0.8746666666666668
8,T8_F031,368,3.864,1.19,1.064,0.994,0.896,3.7440000000000007,1.1533333333333333,1.0440000000000003,0.9706666666666669,0.874
8,T8_F032,369,1.274,1.1480000000000001,1.036,0.98,0.882,3.743333333333333,1.1526666666666667,1.044,0.9720000000000001,0.874
8,T8_F033,370,3.864,1.1480000000000001,1.036,0.966,0.882,3.7413333333333334,1.1506666666666667,1.0419999999999998,0.9700000000000002,0.8720000000000001
8,T8_F034,371,3.85,1.1340000000000001,1.036,0.966,0.882,3.7386666666666666,1.1500000000000001,1.0413333333333332,0.9693333333333336,0.8720000000000001
8,T8_F035,372,3.962,1.12,1.022,0.9380000000000001,0.84,3.7386666666666675,1.1500000000000001,1.042,0.9700000000000002,0.8726666666666668
8,T8_F036,373,3.8360000000000003,1.12,1.022,0.9380000000000001,0.854,3.754,1.1533333333333335,1.0433333333333334,0.9713333333333335,0.8740000000000001
8,T8_F037,374,3.878,1.1480000000000001,1.036,0.966,0.854,3.7520000000000002,1.1520000000000001,1.042,0.9706666666666669,0.8733333333333333
8,T8_F038,375,3.864,1.1480000000000001,1.064,0.994,0.882,3.7520000000000002,1.152,1.0413333333333337,0.9706666666666669,0.8719999999999999
8,T8_F039,376,3.864,1.162,1.05,0.98,0.896,3.7479999999999993,1.1506666666666667,1.0400000000000003,0.9693333333333334,0.8706666666666665
8,T8_F040,377,3.85,1.176,1.064,0.966,0.882,3.6233333333333326,1.1473333333333333,1.0366666666666668,0.9666666666666669,0.8666666666666665
8,T8_F041,378,3.864,1.162,1.05,0.98,0.868,3.6246666666666663,1.149333333333333,1.0393333333333334,0.9680000000000002,0.8679999999999999
8,T8_F042,379,3.8360000000000003,1.12,1.022,0.966,0.854,3.623333333333334,1.1473333333333333,1.0386666666666668,0.9666666666666669,0.8666666666666666
8,T8_F043,380,3.822,1.1340000000000001,1.022,0.9520000000000001,0.84,3.7473333333333336,1.1486666666666665,1.0393333333333334,0.9660000000000002,0.8653333333333332
8,T8_F044,381,3.8360000000000003,1.1480000000000001,1.036,0.966,0.882,3.746666666666667,1.149333333333333,1.0400000000000003,0.9666666666666667,0.8653333333333334
8,T8_F045,382,3.864,1.162,1.05,0.98,0.882,3.7473333333333336,1.15,1.0413333333333334,0.9666666666666669,0.8653333333333335
8,T8_F046,383,4.158,1.19,1.064,0.994,0.882,3.7439999999999998,1.1526666666666665,1.0433333333333334,0.9686666666666668,0.8673333333333334
8,T8_F047,384,3.85,1.1480000000000001,1.036,0.966,0.868,3.7866666666666666,1.1566666666666665,1.0466666666666666,0.9706666666666669,0.8686666666666667
8,T8_F048,385,3.85,1.1480000000000001,1.036,0.966,0.854,3.7846666666666664,1.1566666666666665,1.0466666666666666,0.9706666666666669,0.8693333333333333
8,T8_F049,386,3.85,1.176,1.036,0.966,0.868,3.784,1.156,1.0453333333333334,0.9693333333333336,0.87
8,T8_F050,387,1.218,1.078,0.966,0.91,0.798,3.7840000000000007,1.156,1.0453333333333334,0.9686666666666668,0.8679999999999999
8,T8_F051,388,3.864,1.176,1.078,0.994,0.882,3.784,1.154,1.0433333333333334,0.9673333333333335,0.8666666666666666
8,T8_F052,389,3.8360000000000003,1.1480000000000001,1.05,0.966,0.868,3.782666666666667,1.1533333333333333,1.042,0.9660000000000002,0.8653333333333334
8,T8_F053,390,3.878,1.176,1.05,0.966,0.854,3.784,1.1546666666666665,1.044,0.9673333333333335,0.8673333333333333
8,T8_F054,391,3.85,1.162,1.05,0.98,0.882,3.7853333333333334,1.156,1.0453333333333332,0.9686666666666668,0.8693333333333333
8,T8_F055,392,3.864,1.1480000000000001,1.064,0.966,0.882,3.794666666666666,1.159333333333333,1.0466666666666666,0.9693333333333334,0.8680000000000001
8,T8_F056,393,3.892,1.176,1.064,0.98,0.882,3.7993333333333332,1.1599999999999997,1.0473333333333332,0.9700000000000001,0.8680000000000001
8,T8_F057,394,4.732,1.204,1.092,0.98,0.882,3.7953333333333332,1.158,1.0466666666666669,0.9693333333333334,0.8680000000000001
8,T8_F058,395,3.8360000000000003,1.1480000000000001,1.036,0.966,0.868,3.671333333333333,1.157333333333333,1.046,0.9686666666666668,0.8666666666666666
8,T8_F059,396,3.85,1.1340000000000001,1.036,0.966,0.896,3.5480000000000005,1.1566666666666667,1.0466666666666666,0.9693333333333334,0.8673333333333333
8,T8_F060,397,3.864,1.162,1.05,0.966,0.854,3.5479999999999996,1.155333333333333,1.0466666666666666,0.9693333333333334,0.8679999999999999
8,T8_F061,398,3.85,1.1340000000000001,1.022,0.9380000000000001,0.854,3.673333333333333,1.159333333333333,1.0506666666666669,0.9726666666666668,0.8726666666666667
8,T8_F062,399,3.8360000000000003,1.1480000000000001,1.022,0.9520000000000001,0.84,3.674,1.158,1.0493333333333335,0.9713333333333335,0.8726666666666668
8,T8_F063,400,3.864,1.1480000000000001,1.064,0.994,0.896,3.6746666666666656,1.1573333333333333,1.0473333333333334,0.9706666666666669,0.8720000000000001
8,T8_F064,401,3.85,1.162,1.05,0.98,0.882,3.677333333333333,1.1573333333333333,1.0473333333333332,0.9713333333333335,0.8726666666666665
8,T8_F065,402,4.032,1.218,1.064,0.98,0.854,3.678,1.1566666666666665,1.0473333333333334,0.9706666666666669,0.8719999999999999
8,T8_F066,403,3.962,1.176,1.064,0.994,0.882,3.677333333333333,1.158,1.0466666666666666,0.9720000000000001,0.8719999999999999
8,T8_F067,404,4.074,1.1480000000000001,1.05,0.98,0.882,3.6753333333333327,1.156,1.0453333333333337,0.9713333333333335,0.8706666666666666
8,T8_F068,405,1.246,1.1340000000000001,1.022,0.9520000000000001,0.84,3.6339999999999995,1.154,1.0433333333333334,0.9700000000000002,0.8693333333333333
8,T8_F069,406,1.26,1.1340000000000001,1.05,0.98,0.868,3.634666666666666,1.154,1.0433333333333337,0.9700000000000002,0.8693333333333332
8,T8_F070,407,3.85,1.1480000000000001,1.036,0.966,0.882,3.634666666666666,1.1546666666666665,1.044,0.9700000000000002,0.8679999999999998
8,T8_F071,408,3.85,1.162,1.05,0.98,0.896,3.633999999999999,1.154,1.0426666666666669,0.9693333333333336,0.8686666666666664
8,T8_F072,409,3.878,1.1480000000000001,1.05,0.966,0.882,3.633999999999999,1.1546666666666665,1.044,0.9713333333333336,0.87
8,T8_F073,410,3.85,1.1340000000000001,1.008,0.9520000000000001,0.854,3.634666666666666,1.1540000000000001,1.0453333333333334,0.9720000000000003,0.8713333333333333
8,T8_F074,411,3.934,1.176,1.05,0.98,0.868,3.6333333333333324,1.1540000000000001,1.0446666666666669,0.9700000000000002,0.87
8,T8_F075,412,3.864,1.1480000000000001,1.05,0.966,0.868,3.508666666666666,1.1513333333333333,1.042,0.9693333333333336,0.8686666666666666
8,T8_F076,413,3.85,1.176,1.05,0.994,0.882,3.4980000000000007,1.1440000000000001,1.0366666666666668,0.964666666666667,0.8653333333333332
8,T8_F077,414,3.85,1.1340000000000001,1.036,0.966,0.854,3.49,1.1386666666666667,1.0313333333333337,0.9600000000000003,0.862
8,T8_F078,415,3.864,1.162,1.05,0.9520000000000001,0.854,3.4793333333333334,1.1393333333333335,1.030666666666667,0.9593333333333336,0.8606666666666667
8,T8_F079,416,3.85,1.1480000000000001,1.036,0.966,0.868,3.6033333333333326,1.1393333333333335,1.0306666666666668,0.9593333333333336,0.8619999999999999
8,T8_F080,417,3.85,1.1480000000000001,1.05,0.966,0.868,3.726666666666666,1.1413333333333333,1.0313333333333337,0.9593333333333336,0.8626666666666667
8,T8_F081,418,3.85,1.1480000000000001,1.022,0.9520000000000001,0.868,3.7266666666666657,1.142,1.0306666666666668,0.9580000000000001,0.8606666666666667
8,T8_F082,419,3.85,1.1480000000000001,1.05,0.98,0.882,3.726666666666666,1.141333333333333,1.0306666666666668,0.9573333333333335,0.8593333333333333
8,T8_F083,420,3.85,1.1340000000000001,1.05,0.966,0.868,3.7239999999999998,1.142,1.03,0.9566666666666668,0.8579999999999999
8,T8_F084,421,3.8360000000000003,1.1480000000000001,1.05,0.9520000000000001,0.868,3.7239999999999998,1.1433333333333333,1.0306666666666668,0.9566666666666668,0.8586666666666665
8,T8_F085,422,1.232,1.106,0.994,0.966,0.854,3.7199999999999998,1.1426666666666665,1.0313333333333332,0.9566666666666668,0.8593333333333333
8,T8_F086,423,3.8080000000000003,1.064,0.9520000000000001,0.882,0.784,3.7193333333333323,1.143333333333333,1.0306666666666668,0.956666666666667,0.8593333333333333
8,T8_F087,424,3.794,1.064,0.9520000000000001,0.896,0.812,3.5953333333333326,1.1406666666666665,1.0293333333333332,0.9540000000000001,0.8579999999999999
8,T8_F088,425,3.85,1.162,1.036,0.966,0.854,3.5959999999999996,1.1433333333333333,1.0306666666666666,0.9553333333333334,0.8593333333333333
8,T8_F089,426,3.85,1.1340000000000001,1.022,0.9520000000000001,0.868,3.595333333333333,1.1433333333333333,1.0306666666666668,0.9560000000000001,0.8606666666666667
8,T8_F090,427,3.85,1.176,1.064,0.98,0.882,3.5946666666666665,1.1426666666666667,1.0306666666666668,0.9566666666666667,0.8613333333333334
8,T8_F091,428,3.85,1.162,1.022,0.9380000000000001,0.84,3.5939999999999994,1.1426666666666667,1.032,0.9573333333333335,0.8613333333333332
8,T8_F092,429,3.85,1.1480000000000001,1.05,0.966,0.868,3.595333333333333,1.144666666666667,1.034,0.9593333333333334,0.8626666666666667
8,T8_F093,430,3.822,1.162,1.036,0.9520000000000001,0.854,3.595333333333333,1.1446666666666667,1.0333333333333337,0.9586666666666668,0.8619999999999999
8,T8_F094,431,3.85,1.162,1.022,0.9520000000000001,0.868,3.5966666666666662,1.146,1.034,0.9593333333333334,0.8633333333333333
8,T8_F095,432,3.85,1.162,1.064,0.98,0.882,3.5973333333333324,1.146,1.0333333333333337,0.9593333333333336,0.8633333333333333
8,T8_F096,433,3.85,1.162,1.036,0.966,0.868,3.7219999999999995,1.1473333333333333,1.0360000000000003,0.9593333333333336,0.8639999999999999
8,T8_F097,434,1.246,1.12,1.022,0.9380000000000001,0.854,3.723999999999999,1.1513333333333333,1.0413333333333337,0.9640000000000002,0.8693333333333333
8,T8_F098,435,3.864,1.19,1.064,0.994,0.882,3.7253333333333325,1.1553333333333333,1.0446666666666666,0.9673333333333335,0.8720000000000001
8,T8_F099,436,3.85,1.162,1.05,0.966,0.882,3.726,1.156,1.0466666666666669,0.9680000000000002,0.8733333333333333
8,T8_F100,437,3.8360000000000003,1.1340000000000001,1.036,0.98,0.882,3.725333333333334,1.156,1.0473333333333332,0.9686666666666669,0.8726666666666667
8,T8_F101,438,3.8360000000000003,1.1480000000000001,1.078,0.98,0.868,3.724666666666667,1.1533333333333333,1.0446666666666666,0.9660000000000001,0.8693333333333335
8,T8_F102,439,3.878,1.19,1.064,0.994,0.896,3.5966666666666676,1.1473333333333335,1.0406666666666664,0.9633333333333335,0.8666666666666666
8,T8_F103,440,3.85,1.1480000000000001,1.036,0.966,0.868,3.5966666666666667,1.1473333333333333,1.0406666666666666,0.9626666666666669,0.8659999999999999
8,T8_F104,441,3.878,1.162,1.064,0.98,0.896,3.598,1.1466666666666667,1.04,0.9620000000000001,0.8646666666666666
8,T8_F105,442,3.85,1.1480000000000001,1.036,0.9520000000000001,0.868,3.598,1.1460000000000001,1.0399999999999998,0.9626666666666667,0.8646666666666667
8,T8_F106,443,3.85,1.1340000000000001,1.05,0.966,0.868,3.598666666666666,1.1466666666666665,1.0393333333333332,0.9633333333333335,0.8646666666666666
8,T8_F107,444,3.85,1.1480000000000001,1.064,0.98,0.896,3.598666666666666,1.1473333333333333,1.0406666666666666,0.9640000000000002,0.8653333333333334
8,T8_F108,445,3.822,1.1480000000000001,1.022,0.966,0.868,3.7280000000000006,1.149333333333333,1.0406666666666664,0.964,0.8646666666666669
8,T8_F109,446,3.864,1.176,1.078,0.98,0.882,3.726,1.145333333333333,1.0373333333333332,0.9593333333333334,0.8606666666666666
8,T8_F110,447,3.8360000000000003,1.1340000000000001,1.036,0.966,0.854,3.7253333333333334,1.144,1.0366666666666668,0.958,0.858
8,T8_F111,448,3.8360000000000003,1.12,1.008,0.924,0.812,3.602,1.1426666666666667,1.0346666666666668,0.9546666666666666,0.8546666666666667
8,T8_F112,449,1.162,1.036,0.9380000000000001,0.882,0.784,3.6026666666666665,1.1440000000000001,1.034,0.954,0.8546666666666667
8,T8_F113,450,3.85,1.1480000000000001,1.05,0.9520000000000001,0.854,3.6033333333333326,1.1420000000000001,1.0333333333333334,0.9520000000000001,0.8533333333333333
8,T8_F114,451,3.85,1.1480000000000001,1.022,0.9380000000000001,0.8260000000000001,3.604,1.1433333333333333,1.0353333333333334,0.9526666666666669,0.8540000000000001
8,T8_F115,452,3.85,1.1480000000000001,1.022,0.966,0.868,3.602,1.142,1.0326666666666666,0.9506666666666668,0.8513333333333334
8,T8_F116,453,3.864,1.176,1.05,0.994,0.882,3.602,1.1413333333333333,1.0319999999999998,0.95,0.8493333333333334
8,T8_F117,454,3.85,1.176,1.064,0.98,0.882,3.601999999999999,1.142,1.0313333333333334,0.9493333333333334,0.848
8,T8_F118,455,3.962,1.162,1.022,0.9380000000000001,0.84,3.6006666666666662,1.1413333333333333,1.0286666666666666,0.9473333333333332,0.8459999999999999
8,T8_F119,456,3.822,1.106,0.994,0.896,0.798,3.6006666666666662,1.1393333333333335,1.0273333333333332,0.9459999999999998,0.844
8,T8_F120,457,3.8360000000000003,1.1340000000000001,1.036,0.9380000000000001,0.8260000000000001,3.6000000000000005,1.1373333333333335,1.0239999999999998,0.9433333333333332,0.842
8,T8_F121,458,1.246,1.106,0.994,0.91,0.812,3.599333333333333,1.1360000000000003,1.022,0.9413333333333334,0.8400000000000001
8,T8_F122,459,3.85,1.176,1.064,0.966,0.868,3.6053333333333333,1.1393333333333335,1.0246666666666666,0.9433333333333332,0.842
8,T8_F123,460,3.892,1.1480000000000001,1.05,0.9520000000000001,0.868,3.7353333333333336,1.146666666666667,1.0306666666666668,0.9466666666666668,0.8446666666666667
8,T8_F124,461,3.864,1.176,1.078,0.98,0.882,3.735333333333333,1.1460000000000004,1.0293333333333332,0.9453333333333335,0.8426666666666668
8,T8_F125,462,3.8360000000000003,1.1340000000000001,1.008,0.9380000000000001,0.84,3.611333333333333,1.144666666666667,1.0279999999999998,0.9446666666666669,0.8420000000000001
8,T8_F126,463,3.85,1.1340000000000001,1.022,0.9380000000000001,0.8260000000000001,3.6100000000000003,1.1453333333333335,1.0306666666666666,0.9440000000000003,0.8413333333333333
8,T8_F127,464,3.85,1.1480000000000001,1.036,0.9520000000000001,0.84,3.6086666666666667,1.1440000000000001,1.03,0.9413333333333334,0.8406666666666665
8,T8_F128,465,3.822,1.1340000000000001,1.008,0.9380000000000001,0.854,3.6086666666666667,1.1426666666666665,1.0286666666666666,0.9406666666666668,0.8399999999999999
8,T8_F129,466,3.822,1.106,0.994,0.9380000000000001,0.8260000000000001,3.6033333333333326,1.1433333333333333,1.0306666666666668,0.9433333333333335,0.8433333333333332
8,T8_F130,467,3.85,1.1340000000000001,1.008,0.924,0.84,3.482,1.145333333333333,1.0333333333333334,0.9460000000000002,0.8459999999999999
8,T8_F131,468,3.822,1.106,0.994,0.924,0.812,3.482666666666666,1.1466666666666665,1.0333333333333337,0.9473333333333336,0.848
8,T8_F132,469,3.962,1.19,1.064,0.966,0.854,3.606,1.1486666666666667,1.0353333333333337,0.9500000000000003,0.8506666666666666
8,T8_F133,470,3.892,1.19,1.064,0.9520000000000001,0.84,3.6066666666666665,1.1486666666666665,1.0353333333333334,0.9500000000000003,0.8506666666666666
8,T8_F134,471,3.85,1.1340000000000001,1.022,0.924,0.812,3.6046666666666662,1.1486666666666665,1.034,0.9500000000000003,0.8493333333333333
8,T8_F135,472,1.246,1.12,0.994,0.924,0.812,3.604,1.148,1.032,0.9493333333333337,0.8493333333333334
8,T8_F136,473,3.822,1.162,1.078,0.9520000000000001,0.854,3.6066666666666656,1.1513333333333333,1.0353333333333334,0.9520000000000002,0.8526666666666668
8,T8_F137,474,3.8360000000000003,1.1480000000000001,1.036,0.9380000000000001,0.868,3.6059999999999994,1.152,1.0353333333333332,0.9526666666666669,0.8540000000000001
8,T8_F138,475,3.85,1.1480000000000001,1.036,0.966,0.868,3.6059999999999994,1.1526666666666667,1.036,0.9533333333333337,0.856
8,T8_F139,476,3.85,1.176,1.064,0.994,0.91,3.6066666666666665,1.1533333333333333,1.0379999999999998,0.9546666666666669,0.8573333333333336
8,T8_F140,477,1.274,1.1480000000000001,1.05,0.9520000000000001,0.854,3.6073333333333335,1.1546666666666665,1.04,0.9560000000000002,0.8593333333333333
8,T8_F141,478,3.85,1.162,1.036,0.966,0.868,3.607333333333333,1.156,1.042,0.9580000000000003,0.8606666666666664
8,T8_F142,479,3.8360000000000003,1.1480000000000001,1.036,0.966,0.868,3.6106666666666665,1.159333333333333,1.046,0.960666666666667,0.8639999999999999
8,T8_F143,480,3.864,1.176,1.064,0.966,0.868,3.605333333333333,1.156,1.0433333333333334,0.9593333333333334,0.8640000000000001
8,T8_F144,481,3.85,1.1480000000000001,1.022,0.9520000000000001,0.84,3.6026666666666656,1.1546666666666665,1.0426666666666666,0.9600000000000002,0.8653333333333334
8,T8_F145,482,3.85,1.162,1.036,0.966,0.882,3.4813333333333336,1.156,1.044,0.9626666666666667,0.8679999999999999
8,T8_F146,483,3.892,1.204,1.078,0.994,0.91,3.6053333333333333,1.158,1.0466666666666666,0.9653333333333334,0.8706666666666665
8,T8_F147,484,3.8360000000000003,1.1480000000000001,1.022,0.9520000000000001,0.854,3.606,1.1573333333333333,1.0446666666666669,0.9660000000000001,0.8706666666666666
8,T8_F148,485,3.85,1.162,1.05,0.966,0.882,3.6066666666666665,1.157333333333333,1.044,0.9666666666666669,0.8699999999999998
8,T8_F149,486,3.8360000000000003,1.1480000000000001,1.05,0.966,0.882,3.6066666666666656,1.1566666666666667,1.0446666666666669,0.9666666666666669,0.87
8,T8_F150,487,3.8360000000000003,1.1340000000000001,1.036,0.966,0.868,3.6066666666666665,1.1546666666666665,1.0426666666666666,0.964666666666667,0.8666666666666666
8,T8_F151,488,3.85,1.162,1.05,0.966,0.868,3.729999999999999,1.1566666666666667,1.044,0.9660000000000002,0.8673333333333331
8,T8_F152,489,3.892,1.176,1.078,0.98,0.882,3.7293333333333334,1.156,1.044,0.9660000000000002,0.8680000000000001
8,T8_F153,490,3.85,1.12,1.008,0.9380000000000001,0.854,3.73,1.156,1.0433333333333334,0.9653333333333336,0.8666666666666668
8,T8_F154,491,3.8360000000000003,1.162,1.05,0.966,0.868,3.7286666666666664,1.1540000000000001,1.0406666666666666,0.964666666666667,0.866
8,T8_F155,492,1.302,1.162,1.05,0.98,0.868,3.73,1.1553333333333333,1.0433333333333334,0.9666666666666669,0.8673333333333333
8,T8_F156,493,3.85,1.162,1.05,0.98,0.868,3.735333333333333,1.158,1.0466666666666664,0.9680000000000002,0.8673333333333333
8,T8_F157,494,3.8360000000000003,1.1480000000000001,1.036,0.966,0.854,3.6100000000000008,1.156,1.0446666666666669,0.9666666666666669,0.8639999999999999
8,T8_F158,495,3.85,1.1480000000000001,1.022,0.9520000000000001,0.854,3.6113333333333335,1.1573333333333333,1.0466666666666669,0.9673333333333335,0.8646666666666666
8,T8_F159,496,3.85,1.1340000000000001,1.05,0.966,0.868,3.6113333333333335,1.157333333333333,1.0466666666666669,0.9673333333333335,0.8639999999999999
8,T8_F160,497,3.85,1.1340000000000001,1.022,0.9520000000000001,0.84,3.612,1.1586666666666665,1.048,0.9680000000000002,0.8646666666666666
8,T8_F161,498,3.864,1.19,1.078,0.98,0.868,3.6133333333333333,1.159333333333333,1.0486666666666669,0.9686666666666668,0.8646666666666666
8,T8_F162,499,3.8360000000000003,1.1480000000000001,1.036,0.966,0.882,3.49,1.1579999999999997,1.0473333333333332,0.9673333333333334,0.8639999999999999
8,T8_F163,500,3.85,1.1480000000000001,1.022,0.9520000000000001,0.84,3.487333333333334,1.156,1.0446666666666666,0.9660000000000001,0.862
8,T8_F164,501,3.8360000000000003,1.1340000000000001,1.008,0.9520000000000001,0.854,3.4860000000000007,1.1566666666666667,1.0453333333333332,0.9666666666666669,0.8626666666666667
8,T8_F165,502,3.878,1.176,1.078,0.994,0.868,3.486666666666667,1.156,1.0446666666666666,0.9666666666666669,0.8633333333333333
8,T8_F166,503,3.962,1.218,1.106,0.994,0.882,3.608,1.1546666666666667,1.0433333333333332,0.9653333333333336,0.8633333333333333
8,T8_F167,504,1.26,1.162,1.036,0.966,0.84,3.607999999999999,1.1546666666666667,1.0433333333333334,0.964666666666667,0.8633333333333333
8,T8_F168,505,3.864,1.176,1.064,0.966,0.868,3.609333333333333,1.156,1.044,0.9653333333333336,0.8639999999999998
8,T8_F169,506,3.85,1.162,1.05,0.966,0.868,3.6086666666666667,1.1566666666666667,1.0446666666666669,0.9660000000000002,0.8646666666666666
8,T8_F170,507,3.85,1.176,1.078,0.98,0.896,3.6073333333333335,1.1573333333333333,1.0433333333333334,0.9653333333333336,0.8639999999999999
8,T8_F171,508,3.864,1.1480000000000001,1.05,0.98,0.868,3.6073333333333335,1.159333333333333,1.0453333333333334,0.9673333333333335,0.8666666666666666
8,T8_F172,509,1.26,1.1340000000000001,1.022,0.9380000000000001,0.854,3.6066666666666665,1.1579999999999997,1.0433333333333334,0.9666666666666669,0.866
8,T8_F173,510,3.8360000000000003,1.1340000000000001,1.022,0.9520000000000001,0.84,3.608,1.159333333333333,1.044,0.9673333333333335,0.866
8,T8_F174,511,3.822,1.1340000000000001,1.022,0.9520000000000001,0.868,3.6093333333333337,1.1606666666666665,1.0453333333333337,0.9693333333333334,0.8686666666666667
8,T8_F175,512,3.85,1.1480000000000001,1.036,0.966,0.882,3.6166666666666667,1.1626666666666663,1.0493333333333335,0.9706666666666669,0.8700000000000001
8,T8_F176,513,3.85,1.1340000000000001,1.022,0.9520000000000001,0.868,3.615333333333333,1.1613333333333333,1.0473333333333334,0.9693333333333334,0.8693333333333333
8,T8_F177,514,3.85,1.162,1.05,0.966,0.868,3.487333333333333,1.157333333333333,1.0433333333333334,0.9680000000000002,0.8679999999999999
8,T8_F178,515,3.864,1.176,1.05,0.98,0.868,3.6106666666666665,1.1566666666666665,1.0426666666666666,0.9680000000000002,0.8686666666666666
8,T8_F179,516,3.8360000000000003,1.162,1.036,0.966,0.868,3.6099999999999994,1.156,1.0419999999999998,0.9686666666666668,0.8693333333333333
8,T8_F180,517,3.822,1.1480000000000001,1.022,0.9520000000000001,0.854,3.609333333333333,1.1553333333333333,1.042,0.9693333333333336,0.87
8,T8_F181,518,3.85,1.176,1.064,0.994,0.896,3.6106666666666665,1.1546666666666665,1.0406666666666669,0.9686666666666669,0.8693333333333335
8,T8_F182,519,3.85,1.162,1.036,0.966,0.854,3.6106666666666674,1.156,1.0413333333333334,0.9686666666666668,0.8700000000000001
